Unique ID,Authors,Title of Presentation,Yr Presented,Title of the Work,Yr published,Venue/Publication,Type,Topics/Trends (L),Methodologies,Region (L),Locality,Link,Notes,Who?,Checked?,Zotero?
StaSil,Silke Staab,Beyond Covid-19: Putting care at the centre of a feminist social contract,2022,Beyond COVID-19: A feminist plan for sustainability and social justice,2021,N/A,N/A,Gender;Governance;Class;Race,N/A,N/A,N/A,,,,FALSE,FALSE
AbrLai,Laís Abramo,"Social, Familia y Lucha contra el Hambre (MDS))",2023,"Programas sociales, superación de la pobreza e inclusión laboral: Aprendizajes desde América Latina y el Caribe",2023,Comisión Económica para América Latina y el Caribe (CEPAL);Naciones Unidas,Report,Aging;Class;Disability;Gender;Governance;Healthcare;Labor;Market services;Social care;Social practices,N/A,Latin America,Carribean,,,,FALSE,FALSE
AlmMag,Magela Romero Almodóvar,La agenda de cuidados en Cuba,2023,"GÉNERO, CUIDADO DE LA VIDA Y POLÍTICA SOCIAL EN CUBA: Estrategias, actores y recomendaciones para una mayor corresponsabilidad",2019,Friedrich Ebert Stiftung,Report,Aging;Citizenship;Class;Disability;Ethics;Gender;Governance;Labor;Market services;Migration;Social care;Social practices;Theory,N/A,Latin America,Cuba,,,,FALSE,FALSE
AndCam,Camila Andrade,Vejez y relaciones de cuidado materno-filial en los sectores populares de Santiago de Chile,2023,Old age and coordination of health support,2020,Revista Mexicana de Sociología,Journal article,Aging;Class;Governance;Healthcare;Labor;Social care;Social practices,Interviews;Qualitative,Latin America,"Santiago, Chile",,,,FALSE,FALSE
AndJan,Janel Anderson,"Care Ethics, Social Reproduction and the Intensification of Teachers’ Work",2023,Care Labor and the American Teacher,2023,University of Wisconsin-Madison,Dissertation,Ethics;Gender;Governance;Labor;Market services;Race;Social care;Social practices;Theory,Interviews;Qualitative;Quantitative;Surveys,United States,N/A,,,,FALSE,FALSE
AraPaz;AddLau;LexLar,Paz Arancibia;Laura Addati;Larraitz Lexartza,Transformar la agenda de investigación en cuidados para un nuevo contrato eco-social,2023,Cuidados y sostenibilidad. Agenda para un nuevo contrato eco-social,2023,International Labour Organization,Report,Class;Environment;Gender;Labor;Market services;Social care;Social practices;Theory,N/A,Latin America,N/A,,,,FALSE,FALSE
ArcPil,Pilar Arcidiácono,Burocracias de calle y transferencias de ingresos a las familias en Argentina,2023,La masividad de Las transferencias de ingresos y Los márgenes de La burocracia para recrear La política pública.  una mirada sobre La asignación universal por hijo en Argentina.,2017,Revista de Ciencia Política,Journal article,Citizenship;Class;Governance;Labor;Market services;Social care;Social practices,Interviews;Qualitative,Latin America,Argentina,,,,FALSE,FALSE
AriAdr,Adriana Monge Arias,Las mujeres trabajadoras en condición de pobreza: el Estado y el trabajo de cuidados,2023,"El Estado capitalista y su política de asistencia social: la intervención del IMAS en las ""mujeres trabajadoras pobres"" que participan en la Estrategia Nacional para la reducción de la pobreza extrema Puente al Desarrollo",2022,Universidad de Costa Rica,Dissertation,Citizenship;Class;Gender;Governance;Labor;Market services;Social care;Social practices;Theory,Discursive analysis;Interviews;Qualitative,Latin America,Costa Rica,,,,FALSE,FALSE
BerMar,María del Rosario Castro Bernardini,"¿Son los cuidados considerados Infraestructura básica o esencial? Nociones y demandas alrededor de las infraestructuras de cuidados en México, Filipinas, Kenia, Zimbabue, Perú y EE.UU.",2023,"Care as Essential Infrastructure: Definitions of and debates on care infrastructure from Kenya, Mexico, Peru, the Philippines, the United States, and Zimbabwe",2024,OXFAM,Report,Aging;Citizenship;Class;Disability;Gender;Governance;Healthcare;Labor;Market services;Metrics;Queer;Race;Social care;Social practices;Theory,Focus-group;Interviews;Qualitative,East Africa;Latin America;Southern Africa;East Asia;United States,Kenya;Peru;Philippines;Mexico;Zimbabwe,,,,FALSE,FALSE
CamEle,Elena Camilletti,Bridging child rights and women’s rights: gender-responsive family policies for child well-being and human development,2023,Social Protection and Its Effects on Gender Equality: A Literature Review,2021,UNICEF Innocenti Research Centre,Report,Class;Gender;Governance;Labor;Market services;Social care;Social practices,,N/A,N/A,,,,FALSE,FALSE
CanSte,Stephanie L. Canizales,Between obligations and aspirations: Unaccompanied Latinx immigrant youth’s transnational family lives and imagined futures ,2023,Between obligations and aspirations: unaccompanied immigrant teen workers’ transnational lives and imagined futures,2023,Journal of Ethnic and Migration Studies,Journal article,Citizenship;Class;Labor;Market services;Migration;Race;Social care;Social practices;Theory,Interviews;Qualitative,United States,N/A,,,,FALSE,FALSE
CarIrm,Irma Sandoval Carvajal,Experiencias conceptuales y metodológicas de las Encuestas de Uso del Tiempo en Costa Rica,2023,Experiencias metodológicas de las encuestas de Uso del Tiempo en Costa Rica,2023,"Línea editorial Género y Diversidad Cultural Programa Nuevas lecturas de Centroamérica desde su mosaico cultural, relaciones de poder e inequidades Universidad Nacional, Costa Rica En colaboración con la Revista Costarricense de Trabajo Social, Costa Rica",Report,Class;Gender;Governance;Labor;Market services;Metrics;Race;Social care;Social practices;Theory,Time-Use,Latin America,Costa Rica,,,,FALSE,FALSE
ChiYi-C,Yi-Chun Chien,Care Citizenship —Migrant Care Worker Policies in East Asia,2023,Rights to Settle? —Comparing Migrant Care Worker Policies in Taiwan and South Korea,2019,University of Toronto,Dissertation,Aging;Citizenship;Governance;Labor;Market services;Migration;Social care;Social practices,Interviews;Qualitative,East Asia,South Korea;Taiwan,,,,FALSE,FALSE
ChuJen;CraCyn,Jennifer Jihye Chun;Cynthia Cranford,Embodying and Enforcing Domestic Workers’ Rights in the Household Workplace,2023,Multi-level analyses of homecare labor,2023,Research Handbook on Intersectionality,Book chapter,Citizenship;Class;Gender;Governance;Labor;Market services;Migration;Race;Social care;Social practices;Theory,Qualitative,N/A,N/A,,,,FALSE,FALSE
ColAlm;BoaIsa,Alma Rosa Colin Colin;Isabela Boada,Corresponsabilidad global y el entendimiento sistémico del trabajo de cuidados: una revisión feminista y decolonial,2023,Corresponsabilidad global y el entendimiento sistémico del trabajo de cuidados: una revisión feminista y decolonial,2023,"Equidad de Género Ciudadanía, Trabajo y Familia a.c.",Report,Citizenship;Class;Environment;Gender;Labor;Market services;Race;Social care;Social practices;Theory,N/A,N/A,N/A,,,,FALSE,FALSE
CunsRos;SolSol,Rosario Aguirre Cuns;Sol Scavino Solari,"Bienestar, género y vejeces: la necesidad de repensar la protección social en Uruguay",2023,Vejeces de las mujeres: Desafíos para la igualdad de género y la justicia social en Uruguay,2018,Doble Clic Editoras,Book,Aging;Class;Gender;Governance;Healthcare;Labor;Social care;Social practices,N/A,Latin America,Uruguay,,,,FALSE,FALSE
DelCon;JayMyk;LarMar;SimLen;TicJes;TolMau;TunEth,Conely De Leon;Myka Jaymalin;Marissa Largo;Leny Simbre;Jessica Ticar;Mauriene Tolentino;Ethel Tungohan,"Matatag: Cuidadoras filipinas durante el COVID 19, Una exhibición de fotovoces Matatag: Filipina Careworkers During COVID-19, A Photovoice Exhibit",2023,"Matatag: Cuidadoras filipinas durante el COVID 19, Una exhibición de fotovoces Matatag: Filipina Careworkers During COVID-19, A Photovoice Exhibit",2023,N/A,Exhibit,Gender;Healthcare;Labor;Market services;Race;Social care;Social practices,Qualitative,N/A,N/A,,,,FALSE,FALSE
EnrCor,Corina Rodríguez Enríquez,Financiarización de los cuidados: el rol de la deuda en la gestión familiar de los cuidados,2023,Aportes de la Economía Feminista para pensar los desafíos económicos de América Latina,2021,"Economía para Cambiarlo Todo: Feminismos, Trabajo y Vida Digna",Book chapter,Class;Gender;Governance;Labor;Market services;Social care;Social practices;Theory,N/A,Latin America,Latin America,,,,FALSE,FALSE
EnrCor;MarGab;SanNoe,Corina Rodríguez Enríquez;Gabriela Marzonetto;Noelia Méndez Santolaria,Estimación de los impactos económicos de la inversión pública en cuidados en Argentina,2023,"Inversión pública en servicios de cuidado en Argentina: Cobertura de déficits, generación de empleo, esfuerzos fiscales e impactos económicos",2022,ILO (OIT),Report,Aging;Disability;Class;Gender;Governance;Healthcare;Labor;Market services;Social care;Social practices,N/A,Latin America,Argentina,,,,FALSE,FALSE
EstCar;ForAnd,Carolina Garcés Estrada;Andrea Fornés Comelin,¿Qué Estado para qué cuidado? Análisis de los principios y derechos de la Constitución chilena vigente y la propuesta de la nueva Constitución,2023,Constitución Política de Chile: Garantías y Derechos para una Ciudadanía Deliberativa,2022,Le Monde Diplomatique,Book,Aging;Disability;Citizenship;Class;Gender;Governance;Labor;Market services;Migration;Race;Social care;Social practices;Theory,Literature review,Latin America,Chile,,,,FALSE,FALSE
FerAna,Ana Lucía Fernández Fernández,Crítica feminista al concepto NINI. Un estudio comparativo de las encuestas de uso del tiempo en Costa Rica,2023,Crítica feminista al concepto “nini” (Ni trabaja ni estudia),2016,Revista Rupturas,Journal article,Citizenship;Class;Gender;Labor;Metrics;Social care;Social practices;Theory,Time-Use,Latin America,Costa Rica,,,,FALSE,FALSE
FerAna,Ana Lucía Fernández Fernández,"Cuidados, género y migración en Costa Rica",2023,"Mujeres migrantes, cuidados y reproducción de la vida en Costa Rica",2024,Boletín del Trabajo Migraciones y frontera sur-sur,Report,Citizenship;Gender;Governance;Labor;Market services;Migration;Social care;Social practices,N/A,Latin America,Costa Rica,,,,FALSE,FALSE
ForAnd;GomSan;EstCar,Andrea Comelin Fornés;Sandra Leiva Gómez;Carolina Garcés Estrada,Gestión emocional y cultura emocional laboral de trabajadoras domésticas bolivianas migrantes,2023,"Cultura emocional en mujeres bolivianas migrantes circulares en el norte de Chile: Tensiones, resistencias e intersecciones en el trabajo de cuidado",2021,Polis: Revista Latinoamericana,Journal article,Affect;Citizenship;Gender;Labor;Market services;Migration;Race;Social care;Social practices;Theory,Interviews;Qualitative,Latin America,Bolivia;Chile,,,,FALSE,FALSE
GanCat,Catalina Ganga-León,El trabajo emocional de cuidadoras/es remuneradas/os y no remuneradas/ os de personas mayores: Una exploración desde los regímenes de cuidados latinoamericanos y europeos,2023,Desigualdades de género en trabajos de cuidados familiar y no remunerado: una revisión Iberoamericana.,2017,Revista Punto Género,Journal article,Affect;Aging;Gender;Labor;Market services;Social care;Social practices,Qualitative;Quantitative,Latin America;Western Europe,Spain ,,,,FALSE,FALSE
GheNat,Natalia Gherardi,Interrelaciones entre actores para promover el cuidado desde un enfoque de derechos: el rol de la sociedad civil en el impulso de los cambios normativos y en las prácticas laborales,2023,El derecho al cuidado: conciliación familiar y laboral en las empresas,2020,UNICEF;Equipo Latinoamericano de Justicia y Genero,Report,Aging;Citizenship;Class;Disability;Gender;Governance;Labor;Market services;Queer;Social care;Social practices,N/A,Latin America,N/A,,,,FALSE,FALSE
GonEla;LacAle;AngSer,Elaine Acosta González;Alejandra Lache;Sergio Angel,"Cuidados y calidad de vida de la vejez en Cuba. La construcción de herramientas
para la medición de servicios e iniciativas de cuidados para personas mayores en
Cuba",2023,La construcción de un mapa de servicios e iniciativas de cuidados para personas mayores en Cuba,2023,XXVII Congreso Internacional del CLAD sobre la Reforma del Estado y de la Administración Pública,Report,Aging;Healthcare;Labor;Social care;Social practices;Theory,N/A,Latin America,Cuba,,,,FALSE,FALSE
GonVan,Vanessa Medrano González,"Las prácticas de cuidado de padres-varones con sus hijos: convergencias y divergencias de casos de Guadalajara, México y Montevideo, Uruguay",2023,"Yo no puedo, no cuidar. Transición de las prácticas paternas de cuidado de padres-varones con sus hijos: Guadalajara, México y Montevideo, Uruguay",2023,"ITESO, Universidad Jesuita de Guadalajara",Dissertation,Gender;Labor;Social care;Social practices,N/A,Latin America,"Guadalajara, Mexico;Montevideo, Uruguay",,,,FALSE,FALSE
HafSad,Sadiyya Haffejee,The multiple caregiving roles of a sample of South African women,2023,Critical Reflections on the Usefulness of eConnect to a Sample of Child and Youth Care Workers in South Africa,2024,Residential Treatment for Children & Youth,Journal article,Class;Gender;Governance;Labor;Social care;Social practices,Interviews;Qualitative,Southern Africa,South Africa,,,,FALSE,FALSE
HrzMaj;BreMaj,Majda Hrženjak;Maja Breznik,Care Migration at the European semi-periphery: the case of senior care at the crossroads of Central and Eastern Europe and the Western Balkans,2023,Multiple interacting migration patterns in senior care on Europe’s semi-periphery,2024,Home Care for Sale,Book chapter,Aging;Citizenship;Governance;Labor;Market services;Migration;Social care;Social practices,N/A,Eastern Europe,Slovenia;Western Balkans,,,,FALSE,FALSE
JabEri,Erica Jablonski,Expanding the caregiving team to adapt to a changing world,2023,"Full-Time Caregiving During COVID-19 Based on Minority Identifications, Generation, and Vaccination Status",2023,"Social Factors, Health Care Inequities and Vaccination",Journal article,Aging;Disability;Gender;Healthcare;Labor;Market services;Queer;Race;Social care;Social practices,Quantitative;Surveys,United States,N/A,,,,FALSE,FALSE
KabLor,Lorena Kab'nal,"Reciprocidad como Principio de Cosmogonía Maya, para el Cuidado de la Red de la Vida: Reflexiones del Feminismo Comunitario Territorial desde IximulewGuatemala",2023,"TZK'AT, Red de Sanadoras Ancestrales del Feminismo Comunitario desde lximulew-Guatemala",2018,ecologíaPolítica,Blog post,Ethics;Gender;Governance;Social care;Social practices;Theory,Qualitative,Latin America,"lximulew, Guatemala",,,,FALSE,FALSE
KelChr;DanLis,Christine Kelly;Lisette Dansereau,"Directly-Funded (DF) home care allows users to organize and purchase their own care services and is expanding globally. Little is known about the career pathways of home care workers. Our study asks, what experiences and factors do home care workers consider when choosing a work setting? And, specifically, what influences their decisions to work directly for their clients? Framed with Cranford’s (2020) flexibility-security matrix for analyzing home care dynamics, we remotely interviewed 20 home care workers in two Canadian provinces. Three team members conducted axial coding and thematic analysis using Dedoose software. We identified personal and material factors at the intimate and labor market level that workers weigh when choosing whether to work for an agency or directly for a client. At the intimate level, workers value the flexibility, autonomy, and respect facilitated in care relations when working directly for a client. At the labor market level, agencies provide better job security and the benefit of supervisory support but lower wages. Additionally, as care work often serves as a stepping stone for immigration and citizenship agency positions are considered a more “legitimate” option than working directly for a client. Our study shows that workers directly employed by their clients enjoy more flexibility but lack security, whereas agency employed workers risk immediate reductions in working conditions in exchange for limited improvements in safety and supervision and, like other frontline care work, DF home care represents a key career pathway for immigrants with previous experience in health and social care settings.",2023,Wages or Legitimacy? A Qualitative Analysis of Home Care Worker Perspectives in Choosing Work Settings,2024,The Journal of Health Care,Journal article,Governance;Healthcare;Labor;Market services;Migration;Social care;Social practices,Interviews;Qualitative,Canada,N/A,,,,FALSE,FALSE
